FirstName LastName FinalScore
Name6161 Surname6161 2.26
Name1619 Surname1619 2.26
Name7134 Surname7134 2.26
Name9273 Surname9273 2.26
Name6500 Surname6500 2.26
Name2435 Surname2435 2.26
Name9433 Surname9433 2.26
Name6517 Surname6517 2.26
Name1031 Surname1031 2.26
Name1398 Surname1398 2.26
Name7317 Surname7317 2.26
Name4064 Surname4064 2.26
Name7343 Surname7343 2.26
Name4393 Surname4393 2.26
Name3625 Surname3625 2.3
Name9444 Surname9444 2.3
Name7631 Surname7631 2.3
Name3745 Surname3745 2.3
Name8651 Surname8651 2.3
Name2985 Surname2985 2.3
Name3740 Surname3740 2.3
Name1707 Surname1707 2.3
Name1955 Surname1955 2.3
Name7368 Surname7368 2.3
Name9162 Surname9162 2.3
Name995 Surname995 2.3
Name9961 Surname9961 2.3
Name7240 Surname7240 2.3
Name1211 Surname1211 2.3
Name1545 Surname1545 2.32
Name3839 Surname3839 2.32
Name1597 Surname1597 2.32
Name2768 Surname2768 2.32
Name5136 Surname5136 2.32
Name6132 Surname6132 2.32
Name742 Surname742 2.32
Name302 Surname302 2.32
Name1232 Surname1232 2.32
Name1395 Surname1395 2.32
Name5508 Surname5508 2.32
Name2386 Surname2386 2.32
Name4066 Surname4066 2.32
Name9272 Surname9272 2.32
Name1779 Surname1779 2.32
Name5457 Surname5457 2.32
Name6506 Surname6506 2.32
Name7833 Surname7833 2.32
Name7725 Surname7725 2.32
Name6289 Surname6289 2.32
Name8303 Surname8303 2.32
Name9617 Surname9617 2.32
Name8504 Surname8504 2.32
Name3982 Surname3982 2.32
Name1374 Surname1374 2.32
Name6116 Surname6116 2.32
Name5214 Surname5214 2.32
Name8548 Surname8548 2.32
Name6767 Surname6767 2.32
Name3869 Surname3869 2.32
Name6365 Surname6365 2.32
Name6895 Surname6895 2.32
Name6640 Surname6640 2.32
Name3610 Surname3610 2.32
Name4158 Surname4158 2.32
Name5017 Surname5017 2.32
Name1324 Surname1324 2.32
Name8876 Surname8876 2.32
Name9231 Surname9231 2.32
Name5807 Surname5807 2.32
Name9261 Surname9261 2.32
Name6817 Surname6817 2.32
Name6961 Surname6961 2.32
Name3052 Surname3052 2.32
Name9548 Surname9548 2.32
Name3660 Surname3660 2.32
Name7814 Surname7814 2.32
Name1166 Surname1166 2.32
Name6363 Surname6363 2.32
Name4353 Surname4353 2.32
Name5517 Surname5517 2.32
Name1227 Surname1227 2.32
Name4077 Surname4077 2.32
Name5549 Surname5549 2.32
Name9994 Surname9994 2.32
Name4099 Surname4099 2.32
Name6212 Surname6212 2.32
Name6608 Surname6608 2.32
Name3549 Surname3549 2.32
Name3742 Surname3742 2.32
Name7904 Surname7904 2.32
Name8802 Surname8802 2.32
Name4341 Surname4341 2.32
Name2328 Surname2328 2.32
Name8810 Surname8810 2.32
Name8848 Surname8848 2.36
Name6279 Surname6279 2.36
Name360 Surname360 2.36
Name8290 Surname8290 2.36
Name9726 Surname9726 2.36
Name240 Surname240 2.36
Name2587 Surname2587 2.36
Name4577 Surname4577 2.36
Name2332 Surname2332 2.36
Name9524 Surname9524 2.36
Name107 Surname107 2.36
Name4385 Surname4385 2.36
Name5451 Surname5451 2.36
Name5448 Surname5448 2.36
Name1906 Surname1906 2.36
Name6432 Surname6432 2.36
Name492 Surname492 2.38
Name187 Surname187 2.38
Name3566 Surname3566 2.38
Name5665 Surname5665 2.38
Name4113 Surname4113 2.38
Name1617 Surname1617 2.38
Name8590 Surname8590 2.38
Name1510 Surname1510 2.38
Name841 Surname841 2.38
Name8681 Surname8681 2.38
Name6853 Surname6853 2.38
Name5424 Surname5424 2.38
Name173 Surname173 2.38
Name3466 Surname3466 2.38
Name4384 Surname4384 2.38
Name4728 Surname4728 2.38
Name6441 Surname6441 2.38
Name5846 Surname5846 2.38
Name9534 Surname9534 2.38
Name93 Surname93 2.38
Name4229 Surname4229 2.38
Name3693 Surname3693 2.38
Name9533 Surname9533 2.38
Name4179 Surname4179 2.38
Name2174 Surname2174 2.38
Name6382 Surname6382 2.38
Name4784 Surname4784 2.38
Name7616 Surname7616 2.38
Name1213 Surname1213 2.38
Name6815 Surname6815 2.38
Name4286 Surname4286 2.38
Name1348 Surname1348 2.38
Name4796 Surname4796 2.38
Name6195 Surname6195 2.38
Name8517 Surname8517 2.38
Name1951 Surname1951 2.38
Name5110 Surname5110 2.38
Name1952 Surname1952 2.38
Name9727 Surname9727 2.38
Name5201 Surname5201 2.38
Name7796 Surname7796 2.38
Name1066 Surname1066 2.38
Name5767 Surname5767 2.38
Name8500 Surname8500 2.38
Name2738 Surname2738 2.38
Name5886 Surname5886 2.38
Name9338 Surname9338 2.38
Name7356 Surname7356 2.38
Name3330 Surname3330 2.38
Name9100 Surname9100 2.38
Name3858 Surname3858 2.38
Name4524 Surname4524 2.38
Name4518 Surname4518 2.38
Name392 Surname392 2.38
Name2526 Surname2526 2.42
Name271 Surname271 2.42
Name702 Surname702 2.42
Name7644 Surname7644 2.42
Name9079 Surname9079 2.42
Name9702 Surname9702 2.42
Name9634 Surname9634 2.42
Name5446 Surname5446 2.42
Name8610 Surname8610 2.42
Name1255 Surname1255 2.42
Name7129 Surname7129 2.42
Name1206 Surname1206 2.42
Name5153 Surname5153 2.42
Name6380 Surname6380 2.42
Name3041 Surname3041 2.42
Name5901 Surname5901 2.42
Name8208 Surname8208 2.42
Name710 Surname710 2.42
Name2872 Surname2872 2.42
Name5071 Surname5071 2.42
Name38 Surname38 2.42
Name1986 Surname1986 2.42
Name1673 Surname1673 2.44
Name1154 Surname1154 2.44
Name7532 Surname7532 2.44
Name7052 Surname7052 2.44
Name9046 Surname9046 2.44
Name1973 Surname1973 2.44
Name1974 Surname1974 2.44
Name3461 Surname3461 2.44
Name8864 Surname8864 2.44
Name2771 Surname2771 2.44
Name1384 Surname1384 2.44
Name9032 Surname9032 2.44
Name8785 Surname8785 2.44
Name9105 Surname9105 2.44
Name6666 Surname6666 2.44
Name5612 Surname5612 2.44
Name6605 Surname6605 2.44
Name931 Surname931 2.44
Name6609 Surname6609 2.44
Name6874 Surname6874 2.44
Name9159 Surname9159 2.44
Name2892 Surname2892 2.44
Name6947 Surname6947 2.44
Name6413 Surname6413 2.44
Name983 Surname983 2.44
Name3627 Surname3627 2.44
Name6299 Surname6299 2.44
Name1999 Surname1999 2.44
Name2958 Surname2958 2.44
Name1996 Surname1996 2.44
Name6418 Surname6418 2.44
Name3253 Surname3253 2.44
Name1518 Surname1518 2.44
Name6741 Surname6741 2.44
Name372 Surname372 2.44
Name4632 Surname4632 2.44
Name3780 Surname3780 2.44
Name383 Surname383 2.44
Name8581 Surname8581 2.44
Name7329 Surname7329 2.44
Name8487 Surname8487 2.44
Name5228 Surname5228 2.44
Name6082 Surname6082 2.44
Name3835 Surname3835 2.44
Name7810 Surname7810 2.44
Name9880 Surname9880 2.44
Name9830 Surname9830 2.44
Name457 Surname457 2.44
Name5496 Surname5496 2.44
Name6077 Surname6077 2.44
Name62 Surname62 2.44
Name5465 Surname5465 2.44
Name9888 Surname9888 2.44
Name7238 Surname7238 2.44
Name4759 Surname4759 2.44
Name4765 Surname4765 2.44
Name8620 Surname8620 2.44
Name3795 Surname3795 2.44
Name5397 Surname5397 2.44
Name266 Surname266 2.44
Name3 Surname3 2.44
Name8189 Surname8189 2.44
Name5302 Surname5302 2.48
Name2424 Surname2424 2.48
Name4792 Surname4792 2.48
Name5674 Surname5674 2.48
Name1684 Surname1684 2.48
Name4745 Surname4745 2.48
Name1105 Surname1105 2.48
Name9669 Surname9669 2.48
Name1736 Surname1736 2.48
Name1804 Surname1804 2.48
Name6778 Surname6778 2.48
Name5717 Surname5717 2.48
Name8438 Surname8438 2.48
Name5079 Surname5079 2.48
Name3217 Surname3217 2.48
Name6180 Surname6180 2.48
Name1270 Surname1270 2.48
Name5024 Surname5024 2.48
Name9600 Surname9600 2.48
Name7943 Surname7943 2.48
Name4990 Surname4990 2.48
Name8276 Surname8276 2.48
Name1431 Surname1431 2.48
Name8068 Surname8068 2.5
Name863 Surname863 2.5
Name8177 Surname8177 2.5
Name5771 Surname5771 2.5
Name414 Surname414 2.5
Name4371 Surname4371 2.5
Name9874 Surname9874 2.5
Name7646 Surname7646 2.5
Name8943 Surname8943 2.5
Name3888 Surname3888 2.5
Name9170 Surname9170 2.5
Name489 Surname489 2.5
Name7370 Surname7370 2.5
Name8714 Surname8714 2.5
Name9165 Surname9165 2.5
Name7831 Surname7831 2.5
Name9911 Surname9911 2.5
Name2094 Surname2094 2.5
Name5996 Surname5996 2.5
Name902 Surname902 2.5
Name7036 Surname7036 2.5
Name1943 Surname1943 2.5
Name6689 Surname6689 2.5
Name882 Surname882 2.5
Name7751 Surname7751 2.5
Name6686 Surname6686 2.5
Name2087 Surname2087 2.5
Name8757 Surname8757 2.5
Name5203 Surname5203 2.5
Name7042 Surname7042 2.5
Name8480 Surname8480 2.5
Name440 Surname440 2.5
Name3940 Surname3940 2.5
Name1219 Surname1219 2.5
Name7613 Surname7613 2.5
Name1992 Surname1992 2.5
Name8043 Surname8043 2.5
Name3304 Surname3304 2.5
Name429 Surname429 2.5
Name4702 Surname4702 2.5
Name5668 Surname5668 2.5
Name3787 Surname3787 2.5
Name3784 Surname3784 2.5
Name2708 Surname2708 2.5
Name4555 Surname4555 2.5
Name6483 Surname6483 2.5
Name75 Surname75 2.5
Name7967 Surname7967 2.5
Name9788 Surname9788 2.5
Name7964 Surname7964 2.5
Name68 Surname68 2.5
Name1660 Surname1660 2.5
Name9623 Surname9623 2.5
Name6849 Surname6849 2.5
Name7467 Surname7467 2.5
Name5876 Surname5876 2.5
Name4541 Surname4541 2.5
Name5925 Surname5925 2.5
Name6567 Surname6567 2.5
Name2495 Surname2495 2.5
Name1494 Surname1494 2.5
Name9040 Surname9040 2.5
Name2734 Surname2734 2.5
Name3696 Surname3696 2.5
Name3651 Surname3651 2.5
Name4782 Surname4782 2.5
Name2756 Surname2756 2.5
Name1421 Surname1421 2.5
Name8694 Surname8694 2.5
Name8280 Surname8280 2.5
Name2728 Surname2728 2.5
Name5906 Surname5906 2.52
Name5640 Surname5640 2.54
Name8964 Surname8964 2.54
Name3401 Surname3401 2.54
Name5548 Surname5548 2.54
Name7046 Surname7046 2.54
Name4165 Surname4165 2.54
Name8942 Surname8942 2.54
Name7227 Surname7227 2.54
Name7135 Surname7135 2.54
Name8933 Surname8933 2.54
Name5700 Surname5700 2.54
Name7489 Surname7489 2.54
Name7509 Surname7509 2.54
Name6764 Surname6764 2.54
Name23 Surname23 2.54
Name5063 Surname5063 2.54
Name66 Surname66 2.54
Name2673 Surname2673 2.54
Name2411 Surname2411 2.54
Name1459 Surname1459 2.54
Name8382 Surname8382 2.54
Name6586 Surname6586 2.54
Name1639 Surname1639 2.54
Name8207 Surname8207 2.54
Name992 Surname992 2.54
Name3124 Surname3124 2.54
Name3195 Surname3195 2.54
Name5185 Surname5185 2.54
Name169 Surname169 2.54
Name8274 Surname8274 2.56
Name5953 Surname5953 2.56
Name478 Surname478 2.56
Name6521 Surname6521 2.56
Name4553 Surname4553 2.56
Name8253 Surname8253 2.56
Name5857 Surname5857 2.56
Name4397 Surname4397 2.56
Name5947 Surname5947 2.56
Name7258 Surname7258 2.56
Name2301 Surname2301 2.56
Name8930 Surname8930 2.56
Name8328 Surname8328 2.56
Name6967 Surname6967 2.56
Name2331 Surname2331 2.56
Name2186 Surname2186 2.56
Name4771 Surname4771 2.56
Name4843 Surname4843 2.56
Name9269 Surname9269 2.56
Name4272 Surname4272 2.56
Name4235 Surname4235 2.56
Name449 Surname449 2.56
Name452 Surname452 2.56
Name8397 Surname8397 2.56
Name8398 Surname8398 2.56
Name463 Surname463 2.56
Name4201 Surname4201 2.56
Name4523 Surname4523 2.56
Name6563 Surname6563 2.56
Name7733 Surname7733 2.56
Name3225 Surname3225 2.56
Name6184 Surname6184 2.56
Name824 Surname824 2.56
Name584 Surname584 2.56
Name5568 Surname5568 2.56
Name5213 Surname5213 2.56
Name3760 Surname3760 2.56
Name636 Surname636 2.56
Name1246 Surname1246 2.56
Name6757 Surname6757 2.56
Name1326 Surname1326 2.56
Name6802 Surname6802 2.56
Name9781 Surname9781 2.56
Name5220 Surname5220 2.56
Name3951 Surname3951 2.56
Name9349 Surname9349 2.56
Name5711 Surname5711 2.56
Name9464 Surname9464 2.56
Name7085 Surname7085 2.56
Name3175 Surname3175 2.56
Name3669 Surname3669 2.56
Name9411 Surname9411 2.56
Name5837 Surname5837 2.58
Name8957 Surname8957 2.6
Name1968 Surname1968 2.6
Name2665 Surname2665 2.6
Name7655 Surname7655 2.6
Name3947 Surname3947 2.6
Name9558 Surname9558 2.6
Name8267 Surname8267 2.6
Name147 Surname147 2.6
Name6269 Surname6269 2.6
Name7061 Surname7061 2.6
Name2288 Surname2288 2.6
Name1604 Surname1604 2.6
Name1605 Surname1605 2.6
Name4273 Surname4273 2.6
Name2297 Surname2297 2.6
Name2070 Surname2070 2.6
Name5391 Surname5391 2.6
Name8040 Surname8040 2.6
Name3758 Surname3758 2.6
Name3635 Surname3635 2.6
Name514 Surname514 2.6
Name1523 Surname1523 2.6
Name1699 Surname1699 2.62
Name9384 Surname9384 2.62
Name1372 Surname1372 2.62
Name6794 Surname6794 2.62
Name7469 Surname7469 2.62
Name932 Surname932 2.62
Name8578 Surname8578 2.62
Name6407 Surname6407 2.62
Name1630 Surname1630 2.62
Name4322 Surname4322 2.62
Name4867 Surname4867 2.62
Name4889 Surname4889 2.62
Name1018 Surname1018 2.62
Name9573 Surname9573 2.62
Name2327 Surname2327 2.62
Name76 Surname76 2.62
Name7976 Surname7976 2.62
Name291 Surname291 2.62
Name6466 Surname6466 2.62
Name751 Surname751 2.62
Name7582 Surname7582 2.62
Name6127 Surname6127 2.62
Name7428 Surname7428 2.62
Name5934 Surname5934 2.62
Name616 Surname616 2.62
Name2837 Surname2837 2.62
Name1629 Surname1629 2.62
Name3899 Surname3899 2.62
Name3901 Surname3901 2.62
Name6577 Surname6577 2.62
Name9316 Surname9316 2.62
Name7758 Surname7758 2.62
Name5795 Surname5795 2.62
Name7653 Surname7653 2.62
Name5511 Surname5511 2.62
Name9618 Surname9618 2.62
Name8110 Surname8110 2.62
Name4981 Surname4981 2.62
Name7685 Surname7685 2.62
Name644 Surname644 2.62
Name1528 Surname1528 2.62
Name3082 Surname3082 2.62
Name8832 Surname8832 2.62
Name3084 Surname3084 2.62
Name1815 Surname1815 2.62
Name2136 Surname2136 2.62
Name6529 Surname6529 2.62
Name4558 Surname4558 2.62
Name7278 Surname7278 2.62
Name1786 Surname1786 2.62
Name7176 Surname7176 2.62
Name3128 Surname3128 2.62
Name9398 Surname9398 2.66
Name4073 Surname4073 2.66
Name6339 Surname6339 2.66
Name6482 Surname6482 2.66
