FirstName LastName FinalScore
Name868 Surname868 5.06
Name6244 Surname6244 5.06
Name4942 Surname4942 5.06
Name7362 Surname7362 5.06
Name2680 Surname2680 5.06
Name2535 Surname2535 5.06
Name1966 Surname1966 5.06
Name7056 Surname7056 5.06
Name7407 Surname7407 5.06
Name6732 Surname6732 5.06
Name247 Surname247 5.06
Name6290 Surname6290 5.06
Name1449 Surname1449 5.06
Name6515 Surname6515 5.06
Name7941 Surname7941 5.06
Name3593 Surname3593 5.06
Name4141 Surname4141 5.06
Name1317 Surname1317 5.06
Name6617 Surname6617 5.06
Name7560 Surname7560 5.06
Name9578 Surname9578 5.06
Name2143 Surname2143 5.06
Name5966 Surname5966 5.06
Name2141 Surname2141 5.06
Name8867 Surname8867 5.06
Name8513 Surname8513 5.06
Name4330 Surname4330 5.06
Name1721 Surname1721 5.06
Name1530 Surname1530 5.06
Name8060 Surname8060 5.06
Name8553 Surname8553 5.06
Name9749 Surname9749 5.06
Name9952 Surname9952 5.06
Name5118 Surname5118 5.06
Name4205 Surname4205 5.06
Name5339 Surname5339 5.06
Name3960 Surname3960 5.06
Name5442 Surname5442 5.06
Name1561 Surname1561 5.06
Name442 Surname442 5.06
Name126 Surname126 5.06
Name7215 Surname7215 5.06
Name5775 Surname5775 5.06
Name5774 Surname5774 5.06
Name9801 Surname9801 5.06
Name588 Surname588 5.06
Name4083 Surname4083 5.06
Name1159 Surname1159 5.06
Name6983 Surname6983 5.06
Name890 Surname890 5.06
Name949 Surname949 5.06
Name2491 Surname2491 5.06
Name9202 Surname9202 5.06
Name2449 Surname2449 5.06
Name6421 Surname6421 5.06
Name8902 Surname8902 5.06
Name7782 Surname7782 5.08
Name9358 Surname9358 5.08
Name4641 Surname4641 5.08
Name389 Surname389 5.08
Name7826 Surname7826 5.08
Name8270 Surname8270 5.08
Name9540 Surname9540 5.08
Name9751 Surname9751 5.08
Name4646 Surname4646 5.08
Name1668 Surname1668 5.08
Name6787 Surname6787 5.08
Name6057 Surname6057 5.08
Name4589 Surname4589 5.08
Name1743 Surname1743 5.08
Name2502 Surname2502 5.08
Name5522 Surname5522 5.08
Name9891 Surname9891 5.08
Name198 Surname198 5.08
Name8812 Surname8812 5.08
Name491 Surname491 5.08
Name488 Surname488 5.08
Name8750 Surname8750 5.08
Name6465 Surname6465 5.08
Name4636 Surname4636 5.08
Name7602 Surname7602 5.1
Name2751 Surname2751 5.1
Name2022 Surname2022 5.1
Name377 Surname377 5.1
Name8459 Surname8459 5.1
Name6182 Surname6182 5.1
Name7166 Surname7166 5.1
Name6085 Surname6085 5.1
Name9161 Surname9161 5.1
Name5791 Surname5791 5.1
Name6020 Surname6020 5.12
Name1794 Surname1794 5.12
Name4096 Surname4096 5.12
Name6744 Surname6744 5.12
Name7422 Surname7422 5.12
Name6575 Surname6575 5.12
Name6773 Surname6773 5.12
Name8360 Surname8360 5.12
Name6089 Surname6089 5.12
Name7926 Surname7926 5.12
Name8939 Surname8939 5.12
Name2942 Surname2942 5.12
Name2372 Surname2372 5.12
Name4315 Surname4315 5.12
Name6623 Surname6623 5.12
Name9988 Surname9988 5.12
Name4335 Surname4335 5.12
Name1312 Surname1312 5.12
Name9745 Surname9745 5.12
Name1646 Surname1646 5.12
Name1347 Surname1347 5.12
Name6230 Surname6230 5.12
Name4050 Surname4050 5.12
Name4543 Surname4543 5.12
Name4595 Surname4595 5.12
Name2960 Surname2960 5.12
Name8982 Surname8982 5.12
Name1724 Surname1724 5.12
Name2387 Surname2387 5.12
Name5264 Surname5264 5.12
Name8890 Surname8890 5.12
Name8683 Surname8683 5.12
Name2869 Surname2869 5.12
Name3554 Surname3554 5.12
Name4679 Surname4679 5.12
Name8768 Surname8768 5.12
Name1852 Surname1852 5.12
Name7546 Surname7546 5.12
Name4377 Surname4377 5.12
Name1541 Surname1541 5.12
Name3451 Surname3451 5.12
Name5540 Surname5540 5.12
Name2326 Surname2326 5.12
Name8239 Surname8239 5.12
Name9878 Surname9878 5.12
Name3560 Surname3560 5.12
Name1548 Surname1548 5.12
Name2359 Surname2359 5.12
Name4447 Surname4447 5.12
Name3185 Surname3185 5.12
Name5647 Surname5647 5.14
Name8741 Surname8741 5.14
Name3165 Surname3165 5.14
Name6768 Surname6768 5.14
Name2956 Surname2956 5.14
Name8073 Surname8073 5.14
Name3718 Surname3718 5.14
Name8759 Surname8759 5.14
Name1527 Surname1527 5.14
Name279 Surname279 5.14
Name4304 Surname4304 5.14
Name1514 Surname1514 5.14
Name7225 Surname7225 5.14
Name7581 Surname7581 5.14
Name7882 Surname7882 5.14
Name33 Surname33 5.14
Name3070 Surname3070 5.14
Name5198 Surname5198 5.16
Name4783 Surname4783 5.16
Name3678 Surname3678 5.16
Name5191 Surname5191 5.16
Name6474 Surname6474 5.16
Name5021 Surname5021 5.16
Name5028 Surname5028 5.16
Name6789 Surname6789 5.16
Name4168 Surname4168 5.16
Name7531 Surname7531 5.16
Name8574 Surname8574 5.18
Name9421 Surname9421 5.18
Name1247 Surname1247 5.18
Name8470 Surname8470 5.18
Name4054 Surname4054 5.18
Name2391 Surname2391 5.18
Name9645 Surname9645 5.18
Name3829 Surname3829 5.18
Name563 Surname563 5.18
Name6864 Surname6864 5.18
Name6766 Surname6766 5.18
Name7645 Surname7645 5.18
Name7539 Surname7539 5.18
Name2783 Surname2783 5.18
Name5483 Surname5483 5.18
Name6147 Surname6147 5.18
Name3254 Surname3254 5.18
Name4648 Surname4648 5.18
Name3956 Surname3956 5.18
Name3282 Surname3282 5.18
Name8210 Surname8210 5.18
Name7379 Surname7379 5.18
Name2599 Surname2599 5.18
Name9174 Surname9174 5.18
Name1893 Surname1893 5.18
Name8557 Surname8557 5.18
Name7607 Surname7607 5.18
Name2805 Surname2805 5.18
Name9050 Surname9050 5.18
Name4621 Surname4621 5.18
Name7315 Surname7315 5.18
Name5705 Surname5705 5.18
Name5491 Surname5491 5.18
Name4829 Surname4829 5.18
Name217 Surname217 5.18
Name2548 Surname2548 5.18
Name2005 Surname2005 5.18
Name7303 Surname7303 5.18
Name1990 Surname1990 5.18
Name4535 Surname4535 5.18
Name9741 Surname9741 5.18
Name9747 Surname9747 5.18
Name2111 Surname2111 5.18
Name2553 Surname2553 5.18
Name6718 Surname6718 5.18
Name5561 Surname5561 5.18
Name8091 Surname8091 5.18
Name7427 Surname7427 5.18
Name3538 Surname3538 5.18
Name5751 Surname5751 5.18
Name2163 Surname2163 5.18
Name4917 Surname4917 5.18
Name8324 Surname8324 5.18
Name1190 Surname1190 5.18
Name7077 Surname7077 5.18
Name748 Surname748 5.18
Name8338 Surname8338 5.18
Name7274 Surname7274 5.18
Name4176 Surname4176 5.18
Name9845 Surname9845 5.18
Name3139 Surname3139 5.18
Name3029 Surname3029 5.18
Name6652 Surname6652 5.18
Name3710 Surname3710 5.2
Name4694 Surname4694 5.2
Name9659 Surname9659 5.2
Name8014 Surname8014 5.2
Name5408 Surname5408 5.2
Name2904 Surname2904 5.2
Name8136 Surname8136 5.2
Name4036 Surname4036 5.2
Name554 Surname554 5.2
Name380 Surname380 5.2
Name3916 Surname3916 5.2
Name92 Surname92 5.2
Name6564 Surname6564 5.22
Name2533 Surname2533 5.22
Name3009 Surname3009 5.22
Name2488 Surname2488 5.22
Name8302 Surname8302 5.22
Name1988 Surname1988 5.22
Name4259 Surname4259 5.22
Name2577 Surname2577 5.22
Name7397 Surname7397 5.22
Name573 Surname573 5.22
Name2550 Surname2550 5.22
Name3991 Surname3991 5.22
Name8847 Surname8847 5.22
Name1453 Surname1453 5.22
Name3143 Surname3143 5.22
Name9847 Surname9847 5.22
Name2637 Surname2637 5.22
Name6919 Surname6919 5.22
Name3400 Surname3400 5.24
Name7565 Surname7565 5.24
Name893 Surname893 5.24
Name7966 Surname7966 5.24
Name1874 Surname1874 5.24
Name4433 Surname4433 5.24
Name1768 Surname1768 5.24
Name7544 Surname7544 5.24
Name7314 Surname7314 5.24
Name2834 Surname2834 5.24
Name9785 Surname9785 5.24
Name7204 Surname7204 5.24
Name9871 Surname9871 5.24
Name715 Surname715 5.24
Name2292 Surname2292 5.24
Name6252 Surname6252 5.24
Name2467 Surname2467 5.24
Name7059 Surname7059 5.24
Name2347 Surname2347 5.24
Name9561 Surname9561 5.24
Name1221 Surname1221 5.24
Name2289 Surname2289 5.24
Name9625 Surname9625 5.24
Name8122 Surname8122 5.24
Name4171 Surname4171 5.24
Name6655 Surname6655 5.24
Name9756 Surname9756 5.24
Name5320 Surname5320 5.24
Name5434 Surname5434 5.24
Name5312 Surname5312 5.24
Name1958 Surname1958 5.24
Name4810 Surname4810 5.24
Name5141 Surname5141 5.24
Name9410 Surname9410 5.24
Name8696 Surname8696 5.24
Name8111 Surname8111 5.24
Name9662 Surname9662 5.24
Name7119 Surname7119 5.24
Name6998 Surname6998 5.24
Name9715 Surname9715 5.24
Name9289 Surname9289 5.24
Name6785 Surname6785 5.24
Name5462 Surname5462 5.24
Name2100 Surname2100 5.24
Name7854 Surname7854 5.24
Name4250 Surname4250 5.24
Name1885 Surname1885 5.24
Name6885 Surname6885 5.24
Name8920 Surname8920 5.24
Name2247 Surname2247 5.24
Name3392 Surname3392 5.24
Name3275 Surname3275 5.24
Name7661 Surname7661 5.24
Name9219 Surname9219 5.24
Name7472 Surname7472 5.24
Name5120 Surname5120 5.24
Name9913 Surname9913 5.24
Name124 Surname124 5.24
Name6270 Surname6270 5.24
Name8152 Surname8152 5.24
Name3578 Surname3578 5.24
Name6756 Surname6756 5.26
Name7841 Surname7841 5.26
Name2552 Surname2552 5.26
Name1155 Surname1155 5.26
Name6024 Surname6024 5.26
Name3410 Surname3410 5.26
Name6002 Surname6002 5.26
Name1325 Surname1325 5.26
Name6438 Surname6438 5.28
Name5421 Surname5421 5.28
Name2827 Surname2827 5.28
Name2789 Surname2789 5.28
Name88 Surname88 5.28
Name1782 Surname1782 5.28
Name5142 Surname5142 5.28
Name5698 Surname5698 5.28
Name1385 Surname1385 5.28
Name8015 Surname8015 5.28
Name5280 Surname5280 5.28
Name5266 Surname5266 5.28
Name4848 Surname4848 5.28
Name8461 Surname8461 5.28
Name4704 Surname4704 5.28
Name7437 Surname7437 5.28
Name4192 Surname4192 5.28
Name6192 Surname6192 5.28
Name7081 Surname7081 5.28
Name40 Surname40 5.28
Name2049 Surname2049 5.28
Name4248 Surname4248 5.28
Name3552 Surname3552 5.28
Name6065 Surname6065 5.3
Name7005 Surname7005 5.3
Name20 Surname20 5.3
Name8307 Surname8307 5.3
Name5283 Surname5283 5.3
Name7183 Surname7183 5.3
Name1022 Surname1022 5.3
Name3293 Surname3293 5.3
Name4622 Surname4622 5.3
Name8258 Surname8258 5.3
Name4864 Surname4864 5.3
Name8481 Surname8481 5.3
Name5646 Surname5646 5.3
Name1377 Surname1377 5.3
Name608 Surname608 5.3
Name2205 Surname2205 5.3
Name2839 Surname2839 5.3
Name8940 Surname8940 5.3
Name7527 Surname7527 5.3
Name9991 Surname9991 5.3
Name1314 Surname1314 5.3
Name2088 Surname2088 5.3
Name5983 Surname5983 5.3
Name3520 Surname3520 5.3
Name4234 Surname4234 5.3
Name1706 Surname1706 5.3
Name994 Surname994 5.3
Name2373 Surname2373 5.3
Name6206 Surname6206 5.3
Name4215 Surname4215 5.3
Name9248 Surname9248 5.3
Name1411 Surname1411 5.3
Name7413 Surname7413 5.3
Name3570 Surname3570 5.3
Name5119 Surname5119 5.3
Name8602 Surname8602 5.3
Name3449 Surname3449 5.3
Name4409 Surname4409 5.3
Name391 Surname391 5.3
Name7316 Surname7316 5.3
Name4904 Surname4904 5.3
Name8055 Surname8055 5.3
Name2192 Surname2192 5.3
Name4742 Surname4742 5.3
Name9706 Surname9706 5.3
Name2613 Surname2613 5.3
Name2628 Surname2628 5.3
Name5854 Surname5854 5.32
Name79 Surname79 5.32
Name296 Surname296 5.32
Name9559 Surname9559 5.32
Name9757 Surname9757 5.32
Name688 Surname688 5.32
Name7395 Surname7395 5.32
Name9242 Surname9242 5.34
Name9375 Surname9375 5.34
Name7201 Surname7201 5.34
Name9058 Surname9058 5.34
Name8085 Surname8085 5.34
Name9415 Surname9415 5.34
Name8874 Surname8874 5.34
Name635 Surname635 5.34
Name6276 Surname6276 5.34
Name7780 Surname7780 5.34
Name9264 Surname9264 5.34
Name1944 Surname1944 5.34
Name4946 Surname4946 5.34
Name7716 Surname7716 5.34
Name116 Surname116 5.34
Name6300 Surname6300 5.34
Name6509 Surname6509 5.34
Name1991 Surname1991 5.34
Name1273 Surname1273 5.34
Name7752 Surname7752 5.36
Name2148 Surname2148 5.36
Name8332 Surname8332 5.36
Name359 Surname359 5.36
Name7284 Surname7284 5.36
Name4628 Surname4628 5.36
Name7193 Surname7193 5.36
Name6069 Surname6069 5.36
Name5638 Surname5638 5.36
Name3439 Surname3439 5.36
Name7406 Surname7406 5.36
Name44 Surname44 5.36
Name4849 Surname4849 5.36
Name7550 Surname7550 5.36
Name6868 Surname6868 5.36
Name2559 Surname2559 5.36
Name9769 Surname9769 5.36
Name8495 Surname8495 5.36
Name5288 Surname5288 5.36
Name2151 Surname2151 5.36
Name7181 Surname7181 5.36
Name130 Surname130 5.36
Name5234 Surname5234 5.36
Name781 Surname781 5.36
Name1800 Surname1800 5.36
Name8893 Surname8893 5.36
Name7890 Surname7890 5.36
Name6393 Surname6393 5.36
Name2758 Surname2758 5.36
Name4561 Surname4561 5.36
Name4339 Surname4339 5.36
Name7408 Surname7408 5.36
Name7654 Surname7654 5.36
Name4511 Surname4511 5.36
Name2831 Surname2831 5.36
Name1461 Surname1461 5.36
Name6042 Surname6042 5.36
Name1708 Surname1708 5.36
Name1480 Surname1480 5.36
Name6894 Surname6894 5.36
Name9391 Surname9391 5.36
Name7614 Surname7614 5.36
Name6131 Surname6131 5.36
Name3487 Surname3487 5.36
Name5241 Surname5241 5.36
Name61 Surname61 5.36
Name9385 Surname9385 5.36
Name3591 Surname3591 5.36
Name5476 Surname5476 5.36
Name9453 Surname9453 5.36
Name165 Surname165 5.36
Name7003 Surname7003 5.36
Name5623 Surname5623 5.36
Name3786 Surname3786 5.36
Name1360 Surname1360 5.36
Name8629 Surname8629 5.36
Name5871 Surname5871 5.38
Name2395 Surname2395 5.38
Name4344 Surname4344 5.38
Name7465 Surname7465 5.4
Name664 Surname664 5.4
Name2250 Surname2250 5.4
Name9479 Surname9479 5.4
Name4150 Surname4150 5.4
Name4700 Surname4700 5.4
Name8697 Surname8697 5.4
Name6329 Surname6329 5.4
Name1460 Surname1460 5.4
Name9326 Surname9326 5.4
Name9182 Surname9182 5.4
Name5005 Surname5005 5.4
Name2238 Surname2238 5.4
Name5413 Surname5413 5.4
Name5126 Surname5126 5.4
Name9658 Surname9658 5.4
Name900 Surname900 5.4
Name5186 Surname5186 5.4
Name94 Surname94 5.4
Name9975 Surname9975 5.42
Name1313 Surname1313 5.42
Name5290 Surname5290 5.42
Name864 Surname864 5.42
Name3019 Surname3019 5.42
Name6221 Surname6221 5.42
Name8614 Surname8614 5.42
Name6948 Surname6948 5.42
Name3514 Surname3514 5.42
Name2527 Surname2527 5.42
Name4303 Surname4303 5.42
Name2604 Surname2604 5.42
Name7851 Surname7851 5.42
Name6362 Surname6362 5.42
Name629 Surname629 5.42
Name6439 Surname6439 5.42
Name6075 Surname6075 5.42
Name998 Surname998 5.42
Name1203 Surname1203 5.42
Name1024 Surname1024 5.42
Name5346 Surname5346 5.42
Name6707 Surname6707 5.42
Name8064 Surname8064 5.42
Name6199 Surname6199 5.42
Name6918 Surname6918 5.42
Name4418 Surname4418 5.42
Name9117 Surname9117 5.42
Name8052 Surname8052 5.42
Name6273 Surname6273 5.42
Name2547 Surname2547 5.42
Name8046 Surname8046 5.42
Name9291 Surname9291 5.42
Name2284 Surname2284 5.42
Name8194 Surname8194 5.42
Name1531 Surname1531 5.42
Name6408 Surname6408 5.42
Name3841 Surname3841 5.42
Name9062 Surname9062 5.42
Name7937 Surname7937 5.42
Name9068 Surname9068 5.42
Name8746 Surname8746 5.42
Name6125 Surname6125 5.42
Name250 Surname250 5.42
Name4818 Surname4818 5.42
Name3168 Surname3168 5.42
Name7224 Surname7224 5.42
Name7189 Surname7189 5.42
Name5225 Surname5225 5.42
Name2356 Surname2356 5.42
Name5222 Surname5222 5.42
Name3380 Surname3380 5.42
Name6654 Surname6654 5.44
Name1757 Surname1757 5.44
Name5850 Surname5850 5.46
Name9615 Surname9615 5.46
Name2983 Surname2983 5.46
Name4037 Surname4037 5.46
Name3728 Surname3728 5.46
Name3981 Surname3981 5.46
Name9542 Surname9542 5.46
Name3949 Surname3949 5.46
Name8853 Surname8853 5.46
Name6844 Surname6844 5.46
Name1846 Surname1846 5.46
Name8226 Surname8226 5.46
Name4289 Surname4289 5.46
Name6683 Surname6683 5.46
Name312 Surname312 5.46
Name639 Surname639 5.46
Name5104 Surname5104 5.46
Name1294 Surname1294 5.46
Name4334 Surname4334 5.46
Name6812 Surname6812 5.46
Name4075 Surname4075 5.46
Name7459 Surname7459 5.46
Name1194 Surname1194 5.46
Name5878 Surname5878 5.46
Name3562 Surname3562 5.46
Name566 Surname566 5.46
Name7512 Surname7512 5.46
Name7686 Surname7686 5.46
Name1202 Surname1202 5.46
Name5300 Surname5300 5.46
Name1354 Surname1354 5.46
Name9798 Surname9798 5.46
Name5982 Surname5982 5.46
Name9186 Surname9186 5.46
Name6932 Surname6932 5.46
Name2965 Surname2965 5.46
Name9227 Surname9227 5.46
Name4760 Surname4760 5.46
Name1333 Surname1333 5.46
Name867 Surname867 5.46
Name5138 Surname5138 5.46
Name6641 Surname6641 5.46
Name1215 Surname1215 5.46
Name5278 Surname5278 5.46
Name5930 Surname5930 5.46
Name8120 Surname8120 5.46
Name4139 Surname4139 5.46
Name1993 Surname1993 5.48
Name6863 Surname6863 5.48
Name3989 Surname3989 5.48
Name3670 Surname3670 5.48
Name5027 Surname5027 5.48
Name3713 Surname3713 5.48
Name8373 Surname8373 5.48
Name5706 Surname5706 5.48
Name3898 Surname3898 5.48
Name3600 Surname3600 5.48
Name6406 Surname6406 5.48
Name2319 Surname2319 5.48
Name2568 Surname2568 5.48
Name1217 Surname1217 5.48
Name4445 Surname4445 5.48
Name9220 Surname9220 5.48
Name4890 Surname4890 5.48
Name797 Surname797 5.48
Name4692 Surname4692 5.48
Name2396 Surname2396 5.48
Name648 Surname648 5.48
Name4133 Surname4133 5.48
Name7060 Surname7060 5.48
Name2389 Surname2389 5.48
Name7583 Surname7583 5.48
Name2285 Surname2285 5.48
Name4047 Surname4047 5.48
Name2997 Surname2997 5.48
Name3533 Surname3533 5.48
Name4055 Surname4055 5.48
Name5038 Surname5038 5.48
Name9782 Surname9782 5.48
Name7426 Surname7426 5.48
Name5860 Surname5860 5.48
Name5576 Surname5576 5.48
Name4052 Surname4052 5.48
Name4411 Surname4411 5.48
Name1119 Surname1119 5.48
Name3662 Surname3662 5.48
Name9995 Surname9995 5.48
Name4866 Surname4866 5.48
Name2898 Surname2898 5.5
Name2388 Surname2388 5.52
Name1322 Surname1322 5.52
Name1606 Surname1606 5.52
Name8951 Surname8951 5.52
Name7246 Surname7246 5.52
Name2639 Surname2639 5.52
Name9416 Surname9416 5.52
Name6921 Surname6921 5.52
Name2747 Surname2747 5.52
Name4658 Surname4658 5.52
Name5985 Surname5985 5.52
Name3539 Surname3539 5.52
Name1412 Surname1412 5.52
Name5074 Surname5074 5.52
Name6209 Surname6209 5.52
Name3364 Surname3364 5.52
Name9037 Surname9037 5.52
Name8256 Surname8256 5.52
Name9812 Surname9812 5.52
Name7817 Surname7817 5.52
Name8123 Surname8123 5.52
Name1559 Surname1559 5.52
Name399 Surname399 5.52
Name30 Surname30 5.52
Name3805 Surname3805 5.52
Name7932 Surname7932 5.52
Name8133 Surname8133 5.52
Name7430 Surname7430 5.52
Name1401 Surname1401 5.52
Name6348 Surname6348 5.52
Name1111 Surname1111 5.52
Name6923 Surname6923 5.52
Name4749 Surname4749 5.52
Name4181 Surname4181 5.52
Name223 Surname223 5.52
Name6818 Surname6818 5.52
Name2700 Surname2700 5.52
Name1021 Surname1021 5.52
Name7773 Surname7773 5.52
Name7958 Surname7958 5.52
Name5331 Surname5331 5.52
Name7775 Surname7775 5.52
Name9828 Surname9828 5.52
Name3739 Surname3739 5.52
Name6734 Surname6734 5.52
Name3004 Surname3004 5.52
Name1304 Surname1304 5.52
Name5653 Surname5653 5.52
Name4845 Surname4845 5.52
Name4979 Surname4979 5.52
Name6464 Surname6464 5.54
Name5766 Surname5766 5.54
Name2218 Surname2218 5.54
Name2980 Surname2980 5.54
Name1371 Surname1371 5.54
Name7526 Surname7526 5.54
Name5762 Surname5762 5.54
Name4379 Surname4379 5.54
Name6891 Surname6891 5.54
Name4872 Surname4872 5.54
Name7978 Surname7978 5.54
Name4883 Surname4883 5.54
Name4329 Surname4329 5.54
Name5801 Surname5801 5.54
Name2661 Surname2661 5.54
Name1830 Surname1830 5.54
Name8106 Surname8106 5.54
Name8735 Surname8735 5.54
Name9616 Surname9616 5.54
Name4310 Surname4310 5.54
Name8374 Surname8374 5.54
Name3963 Surname3963 5.54
Name9148 Surname9148 5.54
Name3212 Surname3212 5.54
Name6426 Surname6426 5.54
Name3810 Surname3810 5.54
Name1250 Surname1250 5.54
Name2223 Surname2223 5.56
Name9465 Surname9465 5.56
Name9474 Surname9474 5.56
Name830 Surname830 5.56
Name9723 Surname9723 5.58
Name8047 Surname8047 5.58
Name6113 Surname6113 5.58
Name9819 Surname9819 5.58
Name1796 Surname1796 5.58
Name3371 Surname3371 5.58
Name4019 Surname4019 5.58
Name2354 Surname2354 5.58
Name5440 Surname5440 5.58
Name225 Surname225 5.58
Name3698 Surname3698 5.58
Name151 Surname151 5.58
Name3748 Surname3748 5.58
Name4922 Surname4922 5.58
Name7271 Surname7271 5.58
Name7842 Surname7842 5.58
Name7942 Surname7942 5.58
Name7806 Surname7806 5.58
Name589 Surname589 5.58
Name2760 Surname2760 5.58
Name2811 Surname2811 5.58
Name8240 Surname8240 5.58
Name7054 Surname7054 5.58
Name8767 Surname8767 5.58
Name6518 Surname6518 5.58
Name2917 Surname2917 5.58
Name320 Surname320 5.58
Name2206 Surname2206 5.58
Name6523 Surname6523 5.58
Name1819 Surname1819 5.58
Name603 Surname603 5.58
Name9154 Surname9154 5.58
Name4828 Surname4828 5.58
Name4831 Surname4831 5.58
Name1015 Surname1015 5.58
Name682 Surname682 5.58
Name4844 Surname4844 5.58
Name4854 Surname4854 5.58
Name876 Surname876 5.58
Name4984 Surname4984 5.58
Name1147 Surname1147 5.58
Name8070 Surname8070 5.58
Name8989 Surname8989 5.58
Name6225 Surname6225 5.58
Name1145 Surname1145 5.58
Name5563 Surname5563 5.58
Name3087 Surname3087 5.58
Name5690 Surname5690 5.58
Name881 Surname881 5.58
Name9216 Surname9216 5.58
Name3709 Surname3709 5.58
Name9875 Surname9875 5.58
Name4191 Surname4191 5.58
Name8968 Surname8968 5.58
Name4008 Surname4008 5.58
Name7218 Surname7218 5.58
Name8355 Surname8355 5.58
Name7849 Surname7849 5.58
Name8132 Surname8132 5.6
Name856 Surname856 5.6
Name404 Surname404 5.6
Name2699 Surname2699 5.6
Name5880 Surname5880 5.6
Name5710 Surname5710 5.6
Name342 Surname342 5.6
Name6839 Surname6839 5.6
Name7084 Surname7084 5.6
Name4217 Surname4217 5.6
Name3068 Surname3068 5.6
Name4644 Surname4644 5.6
Name8505 Surname8505 5.6
Name3292 Surname3292 5.6
Name7468 Surname7468 5.6
Name7921 Surname7921 5.6
Name7417 Surname7417 5.6
Name7439 Surname7439 5.6
Name8393 Surname8393 5.6
Name9102 Surname9102 5.6
Name8219 Surname8219 5.6
Name7276 Surname7276 5.6
Name8124 Surname8124 5.6
Name8299 Surname8299 5.6
Name211 Surname211 5.6
Name1560 Surname1560 5.6
Name2825 Surname2825 5.62
Name4468 Surname4468 5.62
Name6316 Surname6316 5.62
Name1323 Surname1323 5.64
Name7155 Surname7155 5.64
Name9949 Surname9949 5.64
Name5245 Surname5245 5.64
Name5435 Surname5435 5.64
Name7647 Surname7647 5.64
Name7257 Surname7257 5.64
Name5582 Surname5582 5.64
Name2079 Surname2079 5.64
Name3857 Surname3857 5.64
Name827 Surname827 5.64
Name1023 Surname1023 5.64
Name2175 Surname2175 5.64
Name4240 Surname4240 5.64
Name9090 Surname9090 5.64
Name9970 Surname9970 5.64
Name4970 Surname4970 5.64
Name8137 Surname8137 5.64
Name9268 Surname9268 5.64
Name3106 Surname3106 5.64
Name2784 Surname2784 5.64
Name2361 Surname2361 5.64
Name4415 Surname4415 5.64
Name8054 Surname8054 5.64
Name4903 Surname4903 5.64
Name2888 Surname2888 5.64
Name9729 Surname9729 5.64
Name4402 Surname4402 5.64
Name2976 Surname2976 5.64
Name9067 Surname9067 5.64
Name6200 Surname6200 5.64
Name7536 Surname7536 5.64
Name3572 Surname3572 5.64
Name3967 Surname3967 5.64
Name6185 Surname6185 5.64
Name3711 Surname3711 5.64
Name4835 Surname4835 5.64
Name4596 Surname4596 5.64
Name9467 Surname9467 5.64
Name5395 Surname5395 5.64
Name6286 Surname6286 5.64
Name205 Surname205 5.64
Name8347 Surname8347 5.64
Name872 Surname872 5.64
Name7977 Surname7977 5.64
Name9825 Surname9825 5.66
Name2281 Surname2281 5.66
Name2193 Surname2193 5.66
